name,nameascii,adm0name,adm0_a3,scalerank,natscale,labelrank,featurecla,pop_max,pop_min,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,centered_x_int,centered_y_int,region_id,population_weight,network_weight,security_weight,financial_weight,cultural_weight,government_weight
Cairo,Cairo,Egypt,EGY,0,600,3,Admin-0 capital,11893000,7734614,31.2480224,30.0519062,2934.00031111111,749.279080555555,2934,749,434.000311111111,-250.720919444445,434,-251,north_africa,3.83,4,5,4.5,3.92,4.8
Khartoum,Khartoum,Sudan,SDN,2,200,5,Admin-0 capital,4754000,1974647,32.5322334,15.5900241,2951.836575,950.138554166667,2952,950,451.836575,-49.8614458333333,452,-50,north_africa,1.97,4,5,4.5,2.98,4.8
Alexandria,Alexandria,Egypt,EGY,2,200,3,Populated place,4165000,3811516,29.94805,31.2019652,2915.94513888889,733.306038888889,2916,733,415.945138888889,-266.693961111111,416,-267,north_africa,1.82,4,5,4.5,2.91,4.8
Algiers,Algiers,Algeria,DZA,2,200,5,Admin-0 capital,3354000,1977663,3.0486067,36.7650107,2542.34175972222,656.041518055556,2542,656,42.3417597222219,-343.958481944444,42,-344,north_africa,1.61,4,5,4.5,2.81,4.8
Casablanca,Casablanca,Morocco,MAR,1,300,5,Admin-1 capital,3181000,3144909,-7.6183133,33.6019221,2394.19009305556,699.973304166667,2394,700,-105.809906944445,-300.026695833333,-106,-300,north_africa,1.57,4,5,4.5,2.79,4.8
Giza,El Giza,Egypt,EGY,6,30,3,Populated place,2681863,2681863,31.1900236,30.0099886,2933.19477222222,749.861269444445,2933,750,433.194772222222,-250.138730555556,433,-250,north_africa,1.44,4,5,4.5,2.72,4.8
Tunis,Tunis,Tunisia,TUN,3,110,7,Admin-0 capital,2412500,728453,10.1796781,36.8027781,2641.38441805556,655.516970833333,2641,656,141.384418055556,-344.483029166667,141,-344,north_africa,1.37,4,5,4.5,2.69,4.8
Omdurman,Omdurman,Sudan,SDN,4,50,5,Admin-1 capital,2395159,2183698,32.4800223,15.6166811,2951.11142083333,949.768318055556,2951,950,451.111420833333,-50.2316819444444,451,-50,north_africa,1.36,4,5,4.5,2.68,4.8
Tripoli,Tripoli,Libya,LBY,2,200,7,Admin-0 capital,2189000,229398,13.1800118,32.8925,2683.05571944444,709.826388888889,2683,710,183.055719444444,-290.173611111111,183,-290,north_africa,1.31,4,5,4.5,2.66,4.8
Rabat,Rabat,Morocco,MAR,3,110,5,Admin-0 capital,1705000,1655753,-6.8364082,34.0253073,2405.04988611111,694.092954166667,2405,694,-94.9501138888891,-305.907045833333,-95,-306,north_africa,1.18,4,5,4.5,2.59,4.8
Banghazi,Banghazi,Libya,LBY,3,110,7,Admin-1 capital,1180000,582374,20.0647773,32.1186793,2778.6774625,720.573898611111,2779,721,278.6774625,-279.426101388889,279,-279,north_africa,1.05,4,5,4.5,2.52,4.8
Fez,Fez,Morocco,MAR,3,110,5,Admin-1 capital,1002000,964891,-5.0023231,34.0565455,2430.52329027778,693.659090277778,2431,694,-69.4767097222225,-306.340909722222,-69,-306,north_africa,1,4,5,4.5,2.5,4.8
Karachi,Karachi,Pakistan,PAK,2,200,2,Admin-1 capital,12130000,11624219,66.9880631,24.8719381,3430.38976527778,821.223081944444,3430,821,930.389765277778,-178.776918055556,930,-179,middle_east,3.89,6,7,7.5,4.95,7.2
Istanbul,Istanbul,Turkey,TUR,0,600,5,Admin-1 capital,10061000,9945610,28.9742768167555,41.0176017350725,2902.42051134383,596.977753679549,2902,597,402.420511343827,-403.022246320451,402,-403,middle_east,3.35,6,7,7.5,4.67,7.2
Tehran,Tehran,Iran,IRN,1,300,5,Admin-0 capital,7873000,7153309,51.4223982,35.6738886,3214.199975,671.195991666667,3214,671,714.199975,-328.804008333333,714,-329,middle_east,2.78,6,7,7.5,4.39,7.2
Lahore,Lahore,Pakistan,PAK,2,200,2,Admin-1 capital,6577000,6310888,74.3480789,31.5619174,3532.61220694445,728.306702777778,3533,728,1032.61220694445,-271.693297222222,1033,-272,middle_east,2.45,6,7,7.5,4.22,7.2
Baghdad,Baghdad,Iraq,IRQ,1,300,5,Admin-0 capital,5054000,5054000,44.3919229,33.3405944,3116.55448472222,703.602855555556,3117,704,616.554484722222,-296.397144444444,617,-296,middle_east,2.05,6,7,7.5,4.03,7.2
Riyadh,Riyadh,Saudi Arabia,SAU,0,600,5,Admin-0 capital,4465000,4205961,46.7204870248877,24.6344974748378,3148.89565312344,824.520868405031,3149,825,648.89565312344,-175.479131594969,649,-175,middle_east,1.9,6,7,7.5,3.95,7.2
Ankara,Ankara,Turkey,TUR,2,200,5,Admin-0 capital,3716000,3307379,32.8624458,39.9291844,2956.42285833333,612.094661111111,2956,612,456.422858333333,-387.905338888889,456,-388,middle_east,1.7,6,7,7.5,3.85,7.2
Kabul,Kabul,Afghanistan,AFG,1,300,5,Admin-0 capital,3277000,3043532,69.1813142,34.5186361,3460.85158611111,687.241165277778,3461,687,960.851586111111,-312.758834722222,961,-313,middle_east,1.59,6,7,7.5,3.79,7.2
Tel Aviv,Tel Aviv-Yafo,Israel,ISR,2,200,8,Admin-0 capital alt,3112000,378358,34.7680659,32.0819373,2982.88980416667,721.084204166667,2983,721,482.889804166667,-278.915795833333,483,-279,middle_east,1.55,6,7,7.5,3.77,7.2
Jeddah,Jeddah,Saudi Arabia,SAU,2,200,5,Populated place,3012000,2867446,39.2172517,21.5188353,3044.68405138889,867.793954166667,3045,868,544.684051388889,-132.206045833333,545,-132,middle_east,1.52,6,7,7.5,3.76,7.2
Aleppo,Aleppo,Syria,SYR,2,200,6,Populated place,2738000,1602264,37.1680744,36.2319166,3016.22325555556,663.445602777778,3016,663,516.223255555556,-336.554397222222,516,-337,middle_east,1.45,6,7,7.5,3.73,7.2
Faisalabad,Faisalabad,Pakistan,PAK,6,30,2,Populated place,2617000,2506595,73.1080513,31.4119266,3515.38960138889,730.389908333333,3515,730,1015.38960138889,-269.610091666667,1015,-270,middle_east,1.42,6,7,7.5,3.71,7.2
İzmir,Izmir,Turkey,TUR,4,50,5,Admin-1 capital,2587000,2322818,27.1498482,38.4380955,2877.081225,632.804229166667,2877,633,377.081225,-367.195770833333,377,-367,middle_east,1.41,6,7,7.5,3.71,7.2
Mashhad,Mashhad,Iran,IRN,2,200,5,Admin-1 capital,2469000,2167253,59.5680508,36.2719658,3327.33403888889,662.889363888889,3327,663,827.334038888889,-337.110636111111,827,-337,middle_east,1.38,6,7,7.5,3.69,7.2
Damascus,Damascus,Syria,SYR,2,200,6,Admin-0 capital,2466000,2466000,36.29805,33.5019799,3004.13958333333,701.361390277778,3004,701,504.139583333334,-298.638609722222,504,-299,middle_east,1.38,6,7,7.5,3.69,7.2
Kuwait City,Kuwait City,Kuwait,KWT,2,200,8,Admin-0 capital,2063000,60064,47.9763553,29.3716635,3166.33826805556,758.726895833333,3166,759,666.338268055556,-241.273104166667,666,-241,middle_east,1.28,6,7,7.5,3.64,7.2
Dammam,Ad Damman,Saudi Arabia,SAU,7,20,5,Admin-1 capital,2054710,768602,50.0977245,26.4301376,3195.80172916667,799.581422222222,3196,800,695.801729166667,-200.418577777778,696,-200,middle_east,1.27,6,7,7.5,3.63,7.2
Sanaa,Sanaa,Yemen,YEM,2,200,6,Admin-0 capital,2008000,1835853,44.2046475,15.3566792,3113.9534375,953.379455555556,3114,953,613.9534375,-46.6205444444445,614,-47,middle_east,1.26,6,7,7.5,3.63,7.2
Saidu,Saidu,Pakistan,PAK,6,30,2,Populated place,1860310,1860310,72.3499918,34.7500352,3504.86099722222,684.027288888889,3505,684,1004.86099722222,-315.972711111111,1005,-316,middle_east,1.22,6,7,7.5,3.61,7.2
Rawalpindi,Rawalpindi,Pakistan,PAK,6,30,2,Populated place,1858000,1743101,73.0675020729935,33.5910022945235,3514.82641768047,700.124968131618,3515,700,1014.82641768047,-299.875031868382,1015,-300,middle_east,1.22,6,7,7.5,3.61,7.2
Beirut,Beirut,Lebanon,LBN,3,110,8,Admin-0 capital,1846000,1712125,35.5077624,33.873921,2993.16336666667,696.195541666667,2993,696,493.163366666666,-303.804458333333,493,-304,middle_east,1.22,6,7,7.5,3.61,7.2
Isfahan,Isfahan,Iran,IRN,3,110,5,Admin-1 capital,1628000,1517766,51.6980919,32.7019512,3218.02905416667,712.4729,3218,712,718.029054166667,-287.5271,718,-288,middle_east,1.16,6,7,7.5,3.58,7.2
Multan,Multan,Pakistan,PAK,3,110,2,Populated place,1522000,1437230,71.4530618,30.2019229,3492.40363611111,747.195515277778,3492,747,992.403636111111,-252.804484722222,992,-253,middle_east,1.14,6,7,7.5,3.57,7.2
Gujranwala,Gujranwala,Pakistan,PAK,4,50,2,Populated place,1513000,1384471,74.1830761,32.1623717,3530.32050138889,719.967059722222,3530,720,1030.32050138889,-280.032940277778,1030,-280,middle_east,1.13,6,7,7.5,3.56,7.2
Bursa,Bursa,Turkey,TUR,4,50,5,Admin-1 capital,1492000,1359089,29.0680521,40.2019327,2903.72294583333,608.306490277778,2904,608,403.722945833333,-391.693509722222,404,-392,middle_east,1.13,6,7,7.5,3.56,7.2
Hyderabad,Hyderabad,Pakistan,PAK,3,110,2,Populated place,1459000,1386330,68.3730431,25.3819329,3449.62559861111,814.139820833333,3450,814,949.625598611111,-185.860179166667,950,-186,middle_east,1.12,6,7,7.5,3.56,7.2
Doha,Doha,Qatar,QAT,4,50,8,Admin-0 capital,1450000,731310,51.5329679,25.286556,3215.73566527778,815.4645,3216,815,715.735665277778,-184.5355,716,-185,middle_east,1.12,6,7,7.5,3.56,7.2
Karaj,Karaj,Iran,IRN,7,20,5,Populated place,1423000,1423000,50.968059,35.8023046,3207.88970833333,669.412436111111,3208,669,707.889708333333,-330.587563888889,708,-331,middle_east,1.11,6,7,7.5,3.56,7.2
Tabriz,Tabriz,Iran,IRN,4,50,5,Admin-1 capital,1413000,1196426,46.2993,38.0882374,3143.04583333333,637.663369444445,3143,638,643.045833333333,-362.336630555556,643,-362,middle_east,1.11,6,7,7.5,3.56,7.2
Makkah,Makkah,Saudi Arabia,SAU,2,200,5,Populated place,1385000,1323624,39.8180936,21.4319672,3053.02907777778,869.000455555556,3053,869,553.029077777778,-130.999544444445,553,-131,middle_east,1.1,6,7,7.5,3.55,7.2
Dubai,Dubai,United Arab Emirates,ARE,1,300,8,Admin-1 capital,1379000,1137347,55.2869456135425,25.2149118937123,3267.87424463253,816.459557031774,3268,816,767.874244632534,-183.540442968226,768,-184,middle_east,1.1,6,7,7.5,3.55,7.2
Mosul,Mosul,Iraq,IRQ,4,50,5,Admin-1 capital,1316000,1140934,43.1430586,36.3469483,3099.20914722222,661.847940277778,3099,662,599.209147222223,-338.152059722222,599,-338,middle_east,1.08,6,7,7.5,3.54,7.2
Peshawar,Peshawar,Pakistan,PAK,3,110,2,Admin-1 capital,1303000,1218773,71.5330569,34.006962,3493.51467916667,694.34775,3494,694,993.514679166667,-305.65225,994,-306,middle_east,1.08,6,7,7.5,3.54,7.2
Adana,Adana,Turkey,TUR,4,50,5,Admin-1 capital,1293000,1197890,35.3180582,36.9969345,2990.52858611111,652.820354166667,2991,653,490.528586111111,-347.179645833333,491,-347,middle_east,1.08,6,7,7.5,3.54,7.2
Shiraz,Shiraz,Iran,IRN,3,110,5,Admin-1 capital,1240000,1240000,52.5680647,29.631906,3230.11200972222,755.112416666667,3230,755,730.112009722222,-244.887583333333,730,-245,middle_east,1.06,6,7,7.5,3.53,7.2
Abbottabad,Abbottabad,Pakistan,PAK,8,10,2,Populated place,1183647,881000,73.1995007,34.1495034,3516.65973194444,692.368008333333,3517,692,1016.65973194444,-307.631991666667,1017,-308,middle_east,1.05,6,7,7.5,3.52,7.2
Sharjah,Sharjah,United Arab Emirates,ARE,8,10,8,Admin-1 capital,1103027,801004,55.4064782,25.3713829,3269.53441944444,814.286348611111,3270,814,769.534419444445,-185.713651388889,770,-186,middle_east,1.03,6,7,7.5,3.52,7.2
Amman,Amman,Jordan,JOR,3,110,8,Admin-0 capital,1060000,1060000,35.9313541,31.9519711,2999.04658472222,722.889290277778,2999,723,499.046584722222,-277.110709722222,499,-277,middle_east,1.02,6,7,7.5,3.51,7.2
Gaziantep,Gaziantep,Turkey,TUR,6,30,5,Admin-1 capital,1044000,842524,37.3830484,37.0769296,3019.20900555556,651.709311111111,3019,652,519.209005555555,-348.290688888889,519,-348,middle_east,1.01,6,7,7.5,3.5,7.2
Jerusalem,Jerusalem,Israel,ISR,3,110,0,Admin-0 capital,1029300,801000,35.2066259,31.7784078,2988.98091527778,725.299891666667,2989,725,488.980915277778,-274.700108333333,489,-275,middle_east,1.01,6,7,7.5,3.5,7.2
Haifa,Haifa,Israel,ISR,7,20,8,Admin-1 capital,1011000,267300,34.9780789,32.8223573,2985.80665138889,710.800593055556,2986,711,485.806651388889,-289.199406944445,486,-289,middle_east,1,6,7,7.5,3.5,7.2
Medina,Medina,Saudi Arabia,SAU,4,50,5,Admin-1 capital,1010000,1010000,39.5780565,24.5019349,3049.69522916667,826.362015277778,3050,826,549.695229166667,-173.637984722222,550,-174,middle_east,1,6,7,7.5,3.5,7.2
Homs,Hims,Syria,SYR,6,30,6,Populated place,1005000,775404,36.7180761,34.7319048,3009.97327916667,684.2791,3010,684,509.973279166667,-315.7209,510,-316,middle_east,1,6,7,7.5,3.5,7.2
Aden,Aden,Yemen,YEM,3,110,6,Admin-1 capital,1000000,550602,45.0094901,12.7797225,3125.13180694444,989.170520833333,3125,989,625.131806944445,-10.8294791666667,625,-11,middle_east,1,6,7,7.5,3.5,7.2
Tokyo,Tokyo,Japan,JPN,0,600,2,Admin-0 capital,35676000,8336599,139.7494616,35.6869628,4440.96474444444,671.014405555556,4441,671,1940.96474444444,-328.985594444445,1941,-329,east_asia,10,9,8,8.5,9.5,8.2
Ōsaka,Osaka,Japan,JPN,1,300,2,Admin-1 region capital,11294000,2592413,135.503754190062,34.6910952444779,4381.99658597309,684.845899382251,4382,685,1881.99658597309,-315.154100617749,1882,-315,east_asia,3.67,9,8,8.5,6.33,8.2
Seoul,Seoul,South Korea,KOR,1,300,3,Admin-0 capital,9796000,9796000,126.9977851,37.568295,4263.85812638889,644.884791666667,4264,645,1763.85812638889,-355.115208333333,1764,-355,east_asia,3.28,9,8,8.5,6.14,8.2
Taipei,Taipei,Taiwan,TWN,1,300,8,Admin-0 capital,6900273,2618772,121.5683333,25.0358333,4188.44907361111,818.946759722222,4188,819,1688.44907361111,-181.053240277778,1688,-181,east_asia,2.53,9,8,8.5,5.76,8.2
New Taipei,New Taipei,Taiwan,TWN,5,30,8,Admin-1 capital,3893740,1750000,121.465,25.0127778,4187.01388888889,819.266975,4187,819,1687.01388888889,-180.733025,1687,-181,east_asia,1.75,9,8,8.5,5.38,8.2
Yokohama,Yokohama,Japan,JPN,6,30,2,Admin-1 capital,3697894,3697894,139.602021,35.4306562,4438.91695833333,674.574219444445,4439,675,1938.91695833333,-325.425780555556,1939,-325,east_asia,1.7,9,8,8.5,5.35,8.2
Busan,Busan,South Korea,KOR,4,50,3,Admin-1 capital,3480000,3480000,129.0081017,35.0969988,4291.77919027778,679.20835,4292,679,1791.77919027778,-320.79165,1792,-321,east_asia,1.64,9,8,8.5,5.32,8.2
Pyongyang,Pyongyang,North Korea,PRK,2,200,6,Admin-0 capital,3300000,2498797,125.7527449,39.0213846,4246.56590138889,624.702991666667,4247,625,1746.56590138889,-375.297008333333,1747,-375,east_asia,1.6,9,8,8.5,5.3,8.2
Nagoya,Nagoya,Japan,JPN,4,50,2,Admin-1 region capital,3230000,2191279,136.9130456,35.1569434,4401.57007777778,678.375786111111,4402,678,1901.57007777778,-321.624213888889,1902,-322,east_asia,1.58,9,8,8.5,5.29,8.2
Fukuoka,Fukuoka,Japan,JPN,4,50,2,Admin-1 region capital,2792000,1392289,130.4080679,33.5969611,4311.22316527778,700.042206944444,4311,700,1811.22316527778,-299.957793055556,1811,-300,east_asia,1.47,9,8,8.5,5.24,8.2
Kaohsiung,Kaohsiung,Taiwan,TWN,3,110,8,Admin-1 capital,2769072,1519711,120.2666019,22.6333071,4170.36947083333,852.315179166667,4170,852,1670.36947083333,-147.684820833333,1670,-148,east_asia,1.46,9,8,8.5,5.23,8.2
Taichung,Taichung,Taiwan,TWN,4,50,8,Admin-1 capital,2629323,1040725,120.681667,24.1520775,4176.13426388889,831.221145833333,4176,831,1676.13426388889,-168.778854166667,1676,-169,east_asia,1.42,9,8,8.5,5.21,8.2
Incheon,Incheon,South Korea,KOR,4,50,3,Admin-1 capital,2550000,2550000,126.6402876,37.4780937,4258.89288333333,646.1375875,4259,646,1758.89288333333,-353.8624125,1759,-354,east_asia,1.4,9,8,8.5,5.2,8.2
Sapporo,Sapporo,Japan,JPN,2,200,2,Admin-1 region capital,2544000,1861786,141.3380985,43.0769251,4463.02914583333,568.376040277778,4463,568,1963.02914583333,-431.623959722222,1963,-432,east_asia,1.4,9,8,8.5,5.2,8.2
Daegu,Daegu,South Korea,KOR,6,30,3,Admin-1 capital,2460000,2460000,128.6050255,35.8687346,4286.18090972222,668.489797222222,4286,668,1786.18090972222,-331.510202777778,1786,-332,east_asia,1.38,9,8,8.5,5.19,8.2
Sendai,Sendai,Japan,JPN,4,50,2,Admin-1 region capital,2250000,1037562,140.869666855368,38.2684409197744,4456.523150769,635.160542780911,4457,635,1956.523150769,-364.839457219089,1957,-365,east_asia,1.32,9,8,8.5,5.16,8.2
Hiroshima,Hiroshima,Japan,JPN,2,200,2,Admin-1 region capital,2045000,1143841,132.4409671,34.389781,4339.45787638889,689.030819444444,4339,689,1839.45787638889,-310.969180555556,1839,-311,east_asia,1.27,9,8,8.5,5.13,8.2
Tainan,Tainan,Taiwan,TWN,6,30,8,Admin-1 capital,1876312,762000,120.2000427,23.0000031,4169.4450375,847.222179166667,4169,847,1669.4450375,-152.777820833333,1669,-153,east_asia,1.23,9,8,8.5,5.12,8.2
Kyoto,Kyoto,Japan,JPN,4,50,2,Admin-0 capital alt,1805000,1459640,135.7480521,35.0319381,4385.3896125,680.111970833333,4385,680,1885.3896125,-319.888029166667,1885,-320,east_asia,1.21,9,8,8.5,5.11,8.2
Zhongli,Zhongli,Taiwan,TWN,7,10,8,Populated place,1632616,369770,121.2167765,24.9650252,4183.56634027778,819.930205555556,4184,820,1683.56634027778,-180.069794444444,1684,-180,east_asia,1.16,9,8,8.5,5.08,8.2
Kōbe,Kobe,Japan,JPN,6,30,2,Admin-1 capital,1528478,1528478,135.1699816,34.6799878,4377.36085555556,685.000169444444,4377,685,1877.36085555556,-314.999830555556,1877,-315,east_asia,1.14,9,8,8.5,5.07,8.2
Daejeon,Daejeon,South Korea,KOR,4,50,3,Admin-1 capital,1468000,1448330,127.4230822,36.3374915,4269.76503055556,661.979284722222,4270,662,1769.76503055556,-338.020715277778,1770,-338,east_asia,1.12,9,8,8.5,5.06,8.2
Gwangju,Gwangju,South Korea,KOR,4,50,3,Admin-1 capital,1440000,1416938,126.9084883,35.1729115,4262.61789305556,678.154006944445,4263,678,1762.61789305556,-321.845993055556,1763,-322,east_asia,1.11,9,8,8.5,5.05,8.2
Kawasaki,Kawasaki,Japan,JPN,8,10,2,Populated place,1437266,1306785,139.705002,35.5299876,4440.34725,673.194616666667,4440,673,1940.34725,-326.805383333333,1940,-327,east_asia,1.11,9,8,8.5,5.05,8.2
Nampo,Nampo,North Korea,PRK,6,30,6,Admin-1 capital,1127000,455000,125.450488,38.7688666,4242.36788888889,628.210186111111,4242,628,1742.36788888889,-371.789813888889,1742,-372,east_asia,1.03,9,8,8.5,5.01,8.2
Changwon,Changwon,South Korea,KOR,8,10,3,Populated place,1081499,1081499,128.583562,35.2191022,4285.88280555556,677.512469444444,4286,678,1785.88280555556,-322.487530555556,1786,-322,east_asia,1.02,9,8,8.5,5.01,8.2
Suwon,Suwon,South Korea,KOR,6,30,3,Admin-1 capital,1078000,1078000,127.0089472,37.259735,4264.01315555556,649.170347222222,4264,649,1764.01315555556,-350.829652777778,1764,-351,east_asia,1.02,9,8,8.5,5.01,8.2
Ulsan,Ulsan,South Korea,KOR,6,30,3,Admin-1 capital,1061000,962865,129.315008,35.5486766,4296.04177777778,672.935047222222,4296,673,1796.04177777778,-327.064952777778,1796,-327,east_asia,1.02,9,8,8.5,5.01,8.2
Mumbai,Mumbai,India,IND,0,600,1,Admin-1 capital,18978000,12691836,72.8758393972653,19.0684084752917,3512.16443607313,901.827660065393,3512,902,1012.16443607313,-98.1723399346066,1012,-98,india,5.67,6,5.5,6,5.83,5.7
Delhi,Delhi,India,IND,2,200,1,Populated place,15926000,7633213,77.2280582,28.6719388,3572.61191944445,768.445294444445,3573,768,1072.61191944445,-231.554705555556,1073,-232,india,4.87,6,5.5,6,5.44,5.7
Kolkata,Kolkata,India,IND,0,600,1,Admin-1 capital,14787000,4631392,88.3691255044389,22.5695788837958,3727.34896533943,853.200293280614,3727,853,1227.34896533943,-146.799706719386,1227,-147,india,4.58,6,5.5,6,5.29,5.7
Dhaka,Dhaka,Bangladesh,BGD,2,200,2,Admin-0 capital,12797394,7000940,90.4066336,23.7250056,3755.64768888889,837.1527,3756,837,1255.64768888889,-162.8473,1256,-163,india,4.06,6,5.5,6,5.03,5.7
